ATT_NUMBER,SEASON,WEEK,GDATE,WEEKDAY,TIME,TIME_BUCKET,WIN_LOSS,HOME_GAME,OT,REG_OR_POST,OPP,OPP_DIVISION,OPP_CONFERENCE,QTR,DOWN,YTG,COMPLETION,RECEIVER,RECEIVER_ID,RECEIVER_POS,YDS,TD,INT,FIRST_DOWN,AIR_YDS,YDS_AFTER_CATCH,QB_POSITION,FIELD_TARGET
2141,2014,1,9/7/2014,1,12:00 PM,Early,L,1,1,Reg,Bills,AFC-East,AFC,2,2,3,1,Alshon Jeffery,11,WR,3,0,0,1,-2,5,Shotgun,RS
2143,2014,1,9/7/2014,1,12:00 PM,Early,L,1,1,Reg,Bills,AFC-East,AFC,2,1,20,1,Alshon Jeffery,11,WR,3,0,0,0,-6,9,Shotgun,R
2151,2014,1,9/7/2014,1,12:00 PM,Early,L,1,1,Reg,Bills,AFC-East,AFC,3,1,10,0,Alshon Jeffery,11,WR,0,0,0,0,0,0,Under Center,LS
2152,2014,1,9/7/2014,1,12:00 PM,Early,L,1,1,Reg,Bills,AFC-East,AFC,3,2,10,1,Alshon Jeffery,11,WR,9,0,0,0,5,4,Shotgun,LS
2186,2014,2,9/14/2014,1,7:30 PM,Primetime,W,0,0,Reg,49ers,NFC-West,NFC,1,2,10,0,Alshon Jeffery,11,WR,0,0,0,0,0,0,Under Center,L
2188,2014,2,9/14/2014,1,7:30 PM,Primetime,W,0,0,Reg,49ers,NFC-West,NFC,1,2,10,1,Alshon Jeffery,11,WR,4,0,0,0,4,0,Shotgun,LS
2195,2014,2,9/14/2014,1,7:30 PM,Primetime,W,0,0,Reg,49ers,NFC-West,NFC,2,1,10,0,Alshon Jeffery,11,WR,0,0,0,0,0,0,Under Center,LS
2196,2014,2,9/14/2014,1,7:30 PM,Primetime,W,0,0,Reg,49ers,NFC-West,NFC,2,3,28,0,Alshon Jeffery,11,WR,0,0,0,0,0,0,Pistol,RS
2206,2014,2,9/14/2014,1,7:30 PM,Primetime,W,0,0,Reg,49ers,NFC-West,NFC,3,1,15,1,Alshon Jeffery,11,WR,14,0,0,0,12,2,Shotgun,R
2214,2014,2,9/14/2014,1,7:30 PM,Primetime,W,0,0,Reg,49ers,NFC-West,NFC,4,2,5,1,Alshon Jeffery,11,WR,29,0,0,1,26,3,Shotgun,LS
2216,2014,3,9/22/2014,2,7:30 PM,Primetime,W,0,0,Reg,Jets,AFC-East,AFC,1,1,10,0,Alshon Jeffery,11,WR,0,0,0,0,0,0,Shotgun,LS
2223,2014,3,9/22/2014,2,7:30 PM,Primetime,W,0,0,Reg,Jets,AFC-East,AFC,1,2,10,1,Alshon Jeffery,11,WR,13,0,0,1,-1,14,Shotgun,R
2225,2014,3,9/22/2014,2,7:30 PM,Primetime,W,0,0,Reg,Jets,AFC-East,AFC,1,3,2,1,Alshon Jeffery,11,WR,10,0,0,1,6,4,Shotgun,M
2229,2014,3,9/22/2014,2,7:30 PM,Primetime,W,0,0,Reg,Jets,AFC-East,AFC,2,2,3,0,Alshon Jeffery,11,WR,0,0,0,0,0,0,Shotgun,R
2230,2014,3,9/22/2014,2,7:30 PM,Primetime,W,0,0,Reg,Jets,AFC-East,AFC,2,3,3,0,Alshon Jeffery,11,WR,0,0,0,0,0,0,Shotgun,M
2235,2014,3,9/22/2014,2,7:30 PM,Primetime,W,0,0,Reg,Jets,AFC-East,AFC,2,2,10,1,Alshon Jeffery,11,WR,12,0,0,1,12,0,Under Center,R
2237,2014,3,9/22/2014,2,7:30 PM,Primetime,W,0,0,Reg,Jets,AFC-East,AFC,2,1,10,1,Alshon Jeffery,11,WR,12,0,0,1,12,0,Under Center,R
2238,2014,3,9/22/2014,2,7:30 PM,Primetime,W,0,0,Reg,Jets,AFC-East,AFC,2,1,10,0,Alshon Jeffery,11,WR,0,0,0,0,0,0,Shotgun,R
2239,2014,3,9/22/2014,2,7:30 PM,Primetime,W,0,0,Reg,Jets,AFC-East,AFC,3,2,3,1,Alshon Jeffery,11,WR,42,0,0,1,31,11,Shotgun,LS
2241,2014,3,9/22/2014,2,7:30 PM,Primetime,W,0,0,Reg,Jets,AFC-East,AFC,3,1,20,1,Alshon Jeffery,11,WR,2,0,0,0,0,2,Shotgun,LS
2246,2014,3,9/22/2014,2,7:30 PM,Primetime,W,0,0,Reg,Jets,AFC-East,AFC,3,1,15,0,Alshon Jeffery,11,WR,0,0,0,0,0,0,Shotgun,LS
2251,2014,3,9/22/2014,2,7:30 PM,Primetime,W,0,0,Reg,Jets,AFC-East,AFC,4,2,10,1,Alshon Jeffery,11,WR,1,0,0,0,-4,5,Shotgun,R
2252,2014,3,9/22/2014,2,7:30 PM,Primetime,W,0,0,Reg,Jets,AFC-East,AFC,4,3,9,1,Alshon Jeffery,11,WR,13,0,0,1,13,0,Shotgun,R
2254,2014,4,9/28/2014,1,12:00 PM,Early,L,1,0,Reg,Packers,NFC-North,NFC,1,1,10,1,Alshon Jeffery,11,WR,9,0,0,0,5,4,Shotgun,RS
2262,2014,4,9/28/2014,1,12:00 PM,Early,L,1,0,Reg,Packers,NFC-North,NFC,2,1,5,0,Alshon Jeffery,11,WR,0,0,0,0,0,0,Shotgun,RS
2263,2014,4,9/28/2014,1,12:00 PM,Early,L,1,0,Reg,Packers,NFC-North,NFC,2,3,5,0,Alshon Jeffery,11,WR,0,0,0,0,0,0,Shotgun,R
2264,2014,4,9/28/2014,1,12:00 PM,Early,L,1,0,Reg,Packers,NFC-North,NFC,2,1,10,1,Alshon Jeffery,11,WR,13,0,0,1,10,3,Under Center,L
2269,2014,4,9/28/2014,1,12:00 PM,Early,L,1,0,Reg,Packers,NFC-North,NFC,2,2,3,1,Alshon Jeffery,11,WR,8,1,0,1,-4,12,Under Center,L
2271,2014,4,9/28/2014,1,12:00 PM,Early,L,1,0,Reg,Packers,NFC-North,NFC,2,1,10,0,Alshon Jeffery,11,WR,0,0,0,0,0,0,Shotgun,LS
2278,2014,4,9/28/2014,1,12:00 PM,Early,L,1,0,Reg,Packers,NFC-North,NFC,3,1,10,1,Alshon Jeffery,11,WR,9,0,0,0,1,8,Shotgun,RS
2290,2014,5,10/5/2014,1,12:00 PM,Early,L,0,0,Reg,Panthers,NFC-South,NFC,1,3,3,1,Alshon Jeffery,11,WR,31,0,0,1,20,11,Shotgun,RS
2300,2014,5,10/5/2014,1,12:00 PM,Early,L,0,0,Reg,Panthers,NFC-South,NFC,2,3,11,1,Alshon Jeffery,11,WR,25,1,0,1,-3,28,Pistol,L
2305,2014,5,10/5/2014,1,12:00 PM,Early,L,0,0,Reg,Panthers,NFC-South,NFC,3,3,3,1,Alshon Jeffery,11,WR,7,0,0,1,-1,8,Shotgun,RS
2315,2014,5,10/5/2014,1,12:00 PM,Early,L,0,0,Reg,Panthers,NFC-South,NFC,4,1,10,1,Alshon Jeffery,11,WR,6,0,0,0,5,1,Shotgun,LS
2316,2014,5,10/5/2014,1,12:00 PM,Early,L,0,0,Reg,Panthers,NFC-South,NFC,4,2,4,1,Alshon Jeffery,11,WR,8,0,0,1,3,5,Shotgun,RS
2317,2014,5,10/5/2014,1,12:00 PM,Early,L,0,0,Reg,Panthers,NFC-South,NFC,4,2,9,0,Alshon Jeffery,11,WR,0,0,0,0,0,0,Shotgun,L
2319,2014,5,10/5/2014,1,12:00 PM,Early,L,0,0,Reg,Panthers,NFC-South,NFC,4,1,10,1,Alshon Jeffery,11,WR,20,0,0,1,12,8,Shotgun,R
2327,2014,6,10/12/2014,1,3:25 PM,Late,W,0,0,Reg,Falcons,NFC-South,NFC,1,3,15,1,Alshon Jeffery,11,WR,19,0,0,1,16,3,Shotgun,R
2332,2014,6,10/12/2014,1,3:25 PM,Late,W,0,0,Reg,Falcons,NFC-South,NFC,1,2,6,0,Alshon Jeffery,11,WR,0,0,0,0,0,0,Under Center,LS
2342,2014,6,10/12/2014,1,3:25 PM,Late,W,0,0,Reg,Falcons,NFC-South,NFC,2,1,10,1,Alshon Jeffery,11,WR,26,0,0,1,18,8,Under Center,RS
2351,2014,6,10/12/2014,1,3:25 PM,Late,W,0,0,Reg,Falcons,NFC-South,NFC,3,3,3,0,Alshon Jeffery,11,WR,0,0,0,0,0,0,Shotgun,M
2353,2014,6,10/12/2014,1,3:25 PM,Late,W,0,0,Reg,Falcons,NFC-South,NFC,3,2,10,1,Alshon Jeffery,11,WR,74,0,0,1,49,25,Under Center,RS
2359,2014,6,10/12/2014,1,3:25 PM,Late,W,0,0,Reg,Falcons,NFC-South,NFC,4,3,4,1,Alshon Jeffery,11,WR,10,0,0,1,5,5,Shotgun,R
2360,2014,6,10/12/2014,1,3:25 PM,Late,W,0,0,Reg,Falcons,NFC-South,NFC,4,2,4,1,Alshon Jeffery,11,WR,7,0,0,1,-2,9,Pistol,L
2362,2014,7,10/19/2014,1,12:00 PM,Early,L,1,0,Reg,Dolphins,AFC-East,AFC,1,1,10,1,Alshon Jeffery,11,WR,5,0,0,0,3,2,Shotgun,L
2363,2014,7,10/19/2014,1,12:00 PM,Early,L,1,0,Reg,Dolphins,AFC-East,AFC,1,2,5,1,Alshon Jeffery,11,WR,4,0,0,0,-3,7,Shotgun,R
2364,2014,7,10/19/2014,1,12:00 PM,Early,L,1,0,Reg,Dolphins,AFC-East,AFC,1,3,1,0,Alshon Jeffery,11,WR,0,0,0,0,0,0,Shotgun,RS
2369,2014,7,10/19/2014,1,12:00 PM,Early,L,1,0,Reg,Dolphins,AFC-East,AFC,2,1,10,0,Alshon Jeffery,11,WR,0,0,0,0,0,0,Under Center,LS
2381,2014,7,10/19/2014,1,12:00 PM,Early,L,1,0,Reg,Dolphins,AFC-East,AFC,4,1,10,0,Alshon Jeffery,11,WR,0,0,0,0,0,0,Shotgun,R
2384,2014,7,10/19/2014,1,12:00 PM,Early,L,1,0,Reg,Dolphins,AFC-East,AFC,4,2,5,0,Alshon Jeffery,11,WR,0,0,0,0,0,0,Shotgun,LS
2386,2014,7,10/19/2014,1,12:00 PM,Early,L,1,0,Reg,Dolphins,AFC-East,AFC,4,1,15,0,Alshon Jeffery,11,WR,0,0,0,0,0,0,Shotgun,LS
2401,2014,8,10/26/2014,1,12:00 PM,Early,L,0,0,Reg,Patriots,AFC-East,AFC,2,1,10,1,Alshon Jeffery,11,WR,6,0,0,0,3,3,Shotgun,L
2405,2014,8,10/26/2014,1,12:00 PM,Early,L,0,0,Reg,Patriots,AFC-East,AFC,2,1,10,1,Alshon Jeffery,11,WR,8,0,0,0,-2,10,Pistol,R
2414,2014,8,10/26/2014,1,12:00 PM,Early,L,0,0,Reg,Patriots,AFC-East,AFC,3,4,10,0,Alshon Jeffery,11,WR,0,0,0,0,0,0,Shotgun,R
2421,2014,8,10/26/2014,1,12:00 PM,Early,L,0,0,Reg,Patriots,AFC-East,AFC,4,2,7,1,Alshon Jeffery,11,WR,13,0,0,1,13,0,Shotgun,L
2425,2014,8,10/26/2014,1,12:00 PM,Early,L,0,0,Reg,Patriots,AFC-East,AFC,4,2,10,1,Alshon Jeffery,11,WR,10,1,0,1,10,0,Shotgun,LS
2426,2014,10,11/9/2014,1,7:30 PM,Primetime,L,0,0,Reg,Packers,NFC-North,NFC,1,2,6,1,Alshon Jeffery,11,WR,9,0,0,1,4,5,Shotgun,LS
2428,2014,10,11/9/2014,1,7:30 PM,Primetime,L,0,0,Reg,Packers,NFC-North,NFC,1,1,10,0,Alshon Jeffery,11,WR,0,0,0,0,0,0,Shotgun,R
2429,2014,10,11/9/2014,1,7:30 PM,Primetime,L,0,0,Reg,Packers,NFC-North,NFC,1,3,16,1,Alshon Jeffery,11,WR,10,0,0,0,-3,13,Shotgun,LS
2435,2014,10,11/9/2014,1,7:30 PM,Primetime,L,0,0,Reg,Packers,NFC-North,NFC,2,1,10,0,Alshon Jeffery,11,WR,0,0,0,0,0,0,Shotgun,RS
2436,2014,10,11/9/2014,1,7:30 PM,Primetime,L,0,0,Reg,Packers,NFC-North,NFC,2,2,10,1,Alshon Jeffery,11,WR,1,0,0,0,-3,4,Shotgun,L
2438,2014,10,11/9/2014,1,7:30 PM,Primetime,L,0,0,Reg,Packers,NFC-North,NFC,2,1,10,1,Alshon Jeffery,11,WR,8,0,0,0,-2,10,Shotgun,R
2440,2014,10,11/9/2014,1,7:30 PM,Primetime,L,0,0,Reg,Packers,NFC-North,NFC,2,1,6,0,Alshon Jeffery,11,WR,0,0,0,0,0,0,Pistol,RS
2442,2014,10,11/9/2014,1,7:30 PM,Primetime,L,0,0,Reg,Packers,NFC-North,NFC,2,4,4,0,Alshon Jeffery,11,WR,0,0,0,0,0,0,Shotgun,LS
2448,2014,10,11/9/2014,1,7:30 PM,Primetime,L,0,0,Reg,Packers,NFC-North,NFC,2,1,10,1,Alshon Jeffery,11,WR,13,0,0,1,13,0,Shotgun,L
2458,2014,10,11/9/2014,1,7:30 PM,Primetime,L,0,0,Reg,Packers,NFC-North,NFC,4,1,10,0,Alshon Jeffery,11,WR,0,0,0,0,0,0,Under Center,RS
2459,2014,10,11/9/2014,1,7:30 PM,Primetime,L,0,0,Reg,Packers,NFC-North,NFC,4,2,10,1,Alshon Jeffery,11,WR,22,0,0,1,5,17,Shotgun,RS
2463,2014,11,11/16/2014,1,12:00 PM,Early,W,1,0,Reg,Vikings,NFC-North,NFC,1,1,10,1,Alshon Jeffery,11,WR,10,0,0,1,10,0,Under Center,LS
2464,2014,11,11/16/2014,1,12:00 PM,Early,W,1,0,Reg,Vikings,NFC-North,NFC,1,1,10,0,Alshon Jeffery,11,WR,0,0,0,0,0,0,Shotgun,LS
2471,2014,11,11/16/2014,1,12:00 PM,Early,W,1,0,Reg,Vikings,NFC-North,NFC,1,3,21,1,Alshon Jeffery,11,WR,7,0,0,0,-1,8,Shotgun,LS
2473,2014,11,11/16/2014,1,12:00 PM,Early,W,1,0,Reg,Vikings,NFC-North,NFC,1,3,4,1,Alshon Jeffery,11,WR,10,0,0,1,8,2,Shotgun,R
2474,2014,11,11/16/2014,1,12:00 PM,Early,W,1,0,Reg,Vikings,NFC-North,NFC,1,1,10,0,Alshon Jeffery,11,WR,0,0,0,0,0,0,Under Center,RS
2475,2014,11,11/16/2014,1,12:00 PM,Early,W,1,0,Reg,Vikings,NFC-North,NFC,1,3,6,1,Alshon Jeffery,11,WR,11,0,0,1,0,11,Shotgun,R
2478,2014,11,11/16/2014,1,12:00 PM,Early,W,1,0,Reg,Vikings,NFC-North,NFC,2,2,6,1,Alshon Jeffery,11,WR,27,1,0,1,27,0,Shotgun,RS
2481,2014,11,11/16/2014,1,12:00 PM,Early,W,1,0,Reg,Vikings,NFC-North,NFC,2,1,10,1,Alshon Jeffery,11,WR,-1,0,0,0,-3,2,Pistol,L
2483,2014,11,11/16/2014,1,12:00 PM,Early,W,1,0,Reg,Vikings,NFC-North,NFC,2,3,16,0,Alshon Jeffery,11,WR,0,0,0,0,0,0,Shotgun,RS
2486,2014,11,11/16/2014,1,12:00 PM,Early,W,1,0,Reg,Vikings,NFC-North,NFC,2,1,10,0,Alshon Jeffery,11,WR,0,0,1,0,0,0,Shotgun,LS
2490,2014,11,11/16/2014,1,12:00 PM,Early,W,1,0,Reg,Vikings,NFC-North,NFC,3,1,10,1,Alshon Jeffery,11,WR,18,0,0,1,13,5,Pistol,LS
2491,2014,11,11/16/2014,1,12:00 PM,Early,W,1,0,Reg,Vikings,NFC-North,NFC,3,1,10,1,Alshon Jeffery,11,WR,34,0,0,1,31,3,Under Center,RS
2492,2014,11,11/16/2014,1,12:00 PM,Early,W,1,0,Reg,Vikings,NFC-North,NFC,3,2,6,0,Alshon Jeffery,11,WR,0,0,0,0,0,0,Shotgun,R
2493,2014,11,11/16/2014,1,12:00 PM,Early,W,1,0,Reg,Vikings,NFC-North,NFC,3,3,6,1,Alshon Jeffery,11,WR,5,0,0,0,4,1,Shotgun,M
2495,2014,11,11/16/2014,1,12:00 PM,Early,W,1,0,Reg,Vikings,NFC-North,NFC,3,3,5,1,Alshon Jeffery,11,WR,7,0,0,1,7,0,Shotgun,RS
2502,2014,11,11/16/2014,1,12:00 PM,Early,W,1,0,Reg,Vikings,NFC-North,NFC,4,1,10,1,Alshon Jeffery,11,WR,7,0,0,0,-2,9,Shotgun,L
2503,2014,11,11/16/2014,1,12:00 PM,Early,W,1,0,Reg,Vikings,NFC-North,NFC,4,1,4,0,Alshon Jeffery,11,WR,0,0,0,0,0,0,Shotgun,RS
2506,2014,12,11/23/2014,1,12:00 PM,Early,W,1,0,Reg,Buccaneers,NFC-South,NFC,1,1,10,1,Alshon Jeffery,11,WR,4,0,0,0,-2,6,Shotgun,R
2513,2014,12,11/23/2014,1,12:00 PM,Early,W,1,0,Reg,Buccaneers,NFC-South,NFC,2,3,3,0,Alshon Jeffery,11,WR,0,0,0,0,0,0,Shotgun,R
2526,2014,12,11/23/2014,1,12:00 PM,Early,W,1,0,Reg,Buccaneers,NFC-South,NFC,3,3,2,1,Alshon Jeffery,11,WR,2,1,0,1,2,0,Shotgun,L
2528,2014,12,11/23/2014,1,12:00 PM,Early,W,1,0,Reg,Buccaneers,NFC-South,NFC,3,1,10,1,Alshon Jeffery,11,WR,16,0,0,1,-3,19,Under Center,LS
2534,2014,13,11/27/2014,5,11:30 AM,Early,L,0,0,Reg,Lions,NFC-North,NFC,1,2,1,1,Alshon Jeffery,11,WR,2,0,0,1,-3,5,Shotgun,L
2537,2014,13,11/27/2014,5,11:30 AM,Early,L,0,0,Reg,Lions,NFC-North,NFC,1,1,10,0,Alshon Jeffery,11,WR,0,0,0,0,0,0,Shotgun,RS
2538,2014,13,11/27/2014,5,11:30 AM,Early,L,0,0,Reg,Lions,NFC-North,NFC,1,2,10,1,Alshon Jeffery,11,WR,10,1,0,1,-1,11,Shotgun,LS
2539,2014,13,11/27/2014,5,11:30 AM,Early,L,0,0,Reg,Lions,NFC-North,NFC,1,2,7,1,Alshon Jeffery,11,WR,6,0,0,0,-3,9,Shotgun,R
2540,2014,13,11/27/2014,5,11:30 AM,Early,L,0,0,Reg,Lions,NFC-North,NFC,1,2,6,1,Alshon Jeffery,11,WR,6,1,0,1,6,0,Under Center,L
2542,2014,13,11/27/2014,5,11:30 AM,Early,L,0,0,Reg,Lions,NFC-North,NFC,2,3,1,1,Alshon Jeffery,11,WR,2,0,0,1,0,2,Shotgun,LS
2545,2014,13,11/27/2014,5,11:30 AM,Early,L,0,0,Reg,Lions,NFC-North,NFC,2,2,5,0,Alshon Jeffery,11,WR,0,0,0,0,0,0,Under Center,R
2547,2014,13,11/27/2014,5,11:30 AM,Early,L,0,0,Reg,Lions,NFC-North,NFC,2,1,10,1,Alshon Jeffery,11,WR,1,0,0,0,-3,4,Pistol,RS
2556,2014,13,11/27/2014,5,11:30 AM,Early,L,0,0,Reg,Lions,NFC-North,NFC,3,3,18,1,Alshon Jeffery,11,WR,26,0,0,1,22,4,Shotgun,M
2559,2014,13,11/27/2014,5,11:30 AM,Early,L,0,0,Reg,Lions,NFC-North,NFC,3,3,3,1,Alshon Jeffery,11,WR,14,0,0,1,2,12,Shotgun,RS
2560,2014,13,11/27/2014,5,11:30 AM,Early,L,0,0,Reg,Lions,NFC-North,NFC,3,1,10,1,Alshon Jeffery,11,WR,4,0,0,0,3,1,Shotgun,L
2563,2014,13,11/27/2014,5,11:30 AM,Early,L,0,0,Reg,Lions,NFC-North,NFC,3,1,10,0,Alshon Jeffery,11,WR,0,0,0,0,0,0,Under Center,RS
2569,2014,13,11/27/2014,5,11:30 AM,Early,L,0,0,Reg,Lions,NFC-North,NFC,4,2,18,0,Alshon Jeffery,11,WR,0,0,0,0,0,0,Under Center,RS
2590,2014,14,12/4/2014,5,7:30 PM,Primetime,L,1,0,Reg,Cowboys,NFC-East,NFC,2,2,11,1,Alshon Jeffery,11,WR,4,0,0,0,-3,7,Shotgun,R
2598,2014,14,12/4/2014,5,7:30 PM,Primetime,L,1,0,Reg,Cowboys,NFC-East,NFC,3,1,10,1,Alshon Jeffery,11,WR,12,0,0,1,6,6,Shotgun,M
2605,2014,14,12/4/2014,5,7:30 PM,Primetime,L,1,0,Reg,Cowboys,NFC-East,NFC,4,1,10,1,Alshon Jeffery,11,WR,27,1,0,1,27,0,Shotgun,LS
2609,2014,14,12/4/2014,5,7:30 PM,Primetime,L,1,0,Reg,Cowboys,NFC-East,NFC,4,1,10,0,Alshon Jeffery,11,WR,0,0,0,0,0,0,Shotgun,RS
2612,2014,14,12/4/2014,5,7:30 PM,Primetime,L,1,0,Reg,Cowboys,NFC-East,NFC,4,4,7,1,Alshon Jeffery,11,WR,15,0,0,1,13,2,Shotgun,M
2620,2014,14,12/4/2014,5,7:30 PM,Primetime,L,1,0,Reg,Cowboys,NFC-East,NFC,4,1,10,1,Alshon Jeffery,11,WR,14,0,0,1,12,2,Shotgun,M
2621,2014,14,12/4/2014,5,7:30 PM,Primetime,L,1,0,Reg,Cowboys,NFC-East,NFC,4,1,10,1,Alshon Jeffery,11,WR,23,0,0,1,20,3,Shotgun,M
2622,2014,14,12/4/2014,5,7:30 PM,Primetime,L,1,0,Reg,Cowboys,NFC-East,NFC,4,1,10,0,Alshon Jeffery,11,WR,0,0,0,0,0,0,Shotgun,LS
2623,2014,14,12/4/2014,5,7:30 PM,Primetime,L,1,0,Reg,Cowboys,NFC-East,NFC,4,2,10,0,Alshon Jeffery,11,WR,0,0,0,0,0,0,Shotgun,RS
2630,2014,15,12/15/2014,2,7:30 PM,Primetime,L,1,0,Reg,Saints,NFC-South,NFC,1,3,1,0,Alshon Jeffery,11,WR,0,0,0,0,0,0,Shotgun,L
2634,2014,15,12/15/2014,2,7:30 PM,Primetime,L,1,0,Reg,Saints,NFC-South,NFC,2,3,10,0,Alshon Jeffery,11,WR,0,0,0,0,0,0,Shotgun,LS
2639,2014,15,12/15/2014,2,7:30 PM,Primetime,L,1,0,Reg,Saints,NFC-South,NFC,2,1,10,1,Alshon Jeffery,11,WR,18,0,0,1,17,1,Shotgun,M
2645,2014,15,12/15/2014,2,7:30 PM,Primetime,L,1,0,Reg,Saints,NFC-South,NFC,3,3,3,0,Alshon Jeffery,11,WR,0,0,1,0,0,0,Shotgun,RS
2647,2014,15,12/15/2014,2,7:30 PM,Primetime,L,1,0,Reg,Saints,NFC-South,NFC,4,1,1,0,Alshon Jeffery,11,WR,0,0,0,0,0,0,Shotgun,LS
2649,2014,15,12/15/2014,2,7:30 PM,Primetime,L,1,0,Reg,Saints,NFC-South,NFC,4,1,10,1,Alshon Jeffery,11,WR,18,0,0,1,8,10,Shotgun,L
2650,2014,15,12/15/2014,2,7:30 PM,Primetime,L,1,0,Reg,Saints,NFC-South,NFC,4,1,10,0,Alshon Jeffery,11,WR,0,0,0,0,0,0,Shotgun,RS
2655,2014,15,12/15/2014,2,7:30 PM,Primetime,L,1,0,Reg,Saints,NFC-South,NFC,4,1,10,1,Alshon Jeffery,11,WR,35,0,0,1,14,21,Shotgun,R
2657,2014,15,12/15/2014,2,7:30 PM,Primetime,L,1,0,Reg,Saints,NFC-South,NFC,4,1,7,1,Alshon Jeffery,11,WR,7,1,0,1,7,0,Shotgun,RS
2674,2014,17,12/28/2014,1,12:00 PM,Early,L,0,0,Reg,Vikings,NFC-North,NFC,2,3,8,1,Alshon Jeffery,11,WR,19,0,0,1,15,4,Shotgun,M
2675,2014,17,12/28/2014,1,12:00 PM,Early,L,0,0,Reg,Vikings,NFC-North,NFC,2,2,5,0,Alshon Jeffery,11,WR,0,0,0,0,0,0,Shotgun,R
2678,2014,17,12/28/2014,1,12:00 PM,Early,L,0,0,Reg,Vikings,NFC-North,NFC,3,3,7,0,Alshon Jeffery,11,WR,0,0,0,0,0,0,Shotgun,LS
2680,2014,17,12/28/2014,1,12:00 PM,Early,L,0,0,Reg,Vikings,NFC-North,NFC,3,2,1,1,Alshon Jeffery,11,WR,15,0,0,1,6,9,Pistol,L
2684,2014,17,12/28/2014,1,12:00 PM,Early,L,0,0,Reg,Vikings,NFC-North,NFC,4,3,6,0,Alshon Jeffery,11,WR,0,0,0,0,0,0,Shotgun,LS
2697,2015,1,9/13/2015,1,12:00 PM,Early,L,1,0,Reg,Packers,NFC-North,NFC,1,3,4,1,Alshon Jeffery,11,WR,25,0,0,1,3,22,Shotgun,M
2703,2015,1,9/13/2015,1,12:00 PM,Early,L,1,0,Reg,Packers,NFC-North,NFC,2,1,10,0,Alshon Jeffery,11,WR,0,0,0,0,0,0,Shotgun,LS
2708,2015,1,9/13/2015,1,12:00 PM,Early,L,1,0,Reg,Packers,NFC-North,NFC,2,1,10,0,Alshon Jeffery,11,WR,0,0,0,0,0,0,Shotgun,RS
2711,2015,1,9/13/2015,1,12:00 PM,Early,L,1,0,Reg,Packers,NFC-North,NFC,2,2,10,0,Alshon Jeffery,11,WR,0,0,0,0,0,0,Shotgun,LS
2713,2015,1,9/13/2015,1,12:00 PM,Early,L,1,0,Reg,Packers,NFC-North,NFC,3,3,3,1,Alshon Jeffery,11,WR,12,0,0,1,12,0,Shotgun,LS
2715,2015,1,9/13/2015,1,12:00 PM,Early,L,1,0,Reg,Packers,NFC-North,NFC,4,2,7,0,Alshon Jeffery,11,WR,0,0,0,0,0,0,Shotgun,R
2717,2015,1,9/13/2015,1,12:00 PM,Early,L,1,0,Reg,Packers,NFC-North,NFC,4,1,10,1,Alshon Jeffery,11,WR,10,0,0,1,6,4,Shotgun,LS
2720,2015,1,9/13/2015,1,12:00 PM,Early,L,1,0,Reg,Packers,NFC-North,NFC,4,3,2,0,Alshon Jeffery,11,WR,0,0,0,0,0,0,Shotgun,RS
2724,2015,1,9/13/2015,1,12:00 PM,Early,L,1,0,Reg,Packers,NFC-North,NFC,4,1,10,1,Alshon Jeffery,11,WR,17,0,0,1,14,3,Shotgun,L
2725,2015,1,9/13/2015,1,12:00 PM,Early,L,1,0,Reg,Packers,NFC-North,NFC,4,1,10,1,Alshon Jeffery,11,WR,14,0,0,1,-3,17,Shotgun,LS
2726,2015,1,9/13/2015,1,12:00 PM,Early,L,1,0,Reg,Packers,NFC-North,NFC,4,1,10,0,Alshon Jeffery,11,WR,0,0,0,0,0,0,Shotgun,RS
2832,2015,6,10/18/2015,1,12:00 PM,Early,L,0,1,Reg,Lions,NFC-North,NFC,1,1,10,1,Alshon Jeffery,11,WR,7,0,0,0,7,0,Under Center,LS
2833,2015,6,10/18/2015,1,12:00 PM,Early,L,0,1,Reg,Lions,NFC-North,NFC,1,3,2,1,Alshon Jeffery,11,WR,4,0,0,1,3,1,Shotgun,R
2834,2015,6,10/18/2015,1,12:00 PM,Early,L,0,1,Reg,Lions,NFC-North,NFC,1,1,10,1,Alshon Jeffery,11,WR,22,0,0,1,19,3,Under Center,R
2840,2015,6,10/18/2015,1,12:00 PM,Early,L,0,1,Reg,Lions,NFC-North,NFC,2,3,12,1,Alshon Jeffery,11,WR,45,0,0,1,47,-2,Shotgun,LS
2847,2015,6,10/18/2015,1,12:00 PM,Early,L,0,1,Reg,Lions,NFC-North,NFC,3,2,2,0,Alshon Jeffery,11,WR,0,0,0,0,0,0,Shotgun,RS
2849,2015,6,10/18/2015,1,12:00 PM,Early,L,0,1,Reg,Lions,NFC-North,NFC,3,2,6,0,Alshon Jeffery,11,WR,0,0,1,0,0,0,Under Center,LS
2860,2015,6,10/18/2015,1,12:00 PM,Early,L,0,1,Reg,Lions,NFC-North,NFC,4,2,11,1,Alshon Jeffery,11,WR,11,1,0,1,16,-5,Shotgun,R
2861,2015,6,10/18/2015,1,12:00 PM,Early,L,0,1,Reg,Lions,NFC-North,NFC,4,1,10,1,Alshon Jeffery,11,WR,9,0,0,0,2,7,Shotgun,R
2863,2015,6,10/18/2015,1,12:00 PM,Early,L,0,1,Reg,Lions,NFC-North,NFC,4,1,10,1,Alshon Jeffery,11,WR,25,0,0,1,22,3,Shotgun,RS
